,Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
723,COM7,318,USACE - New Orleans,"Medical Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
724,COM7,475,USACE - Galveston,"Average Medical Office, Structure",0,0,0,0,2,11,12,13,14,16,17,18,20,22,24,27,30,34,37,41,44,48,51,54,56,59,61,64,66,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
725,COM7,476,USACE - Galveston,"Doctor's Office, structure",0,0,0,0,0,1,3,4,6,9,11,14,17,20,24,29,35,42,50,57,63,68,73,77,80,83,85,87,88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
726,COM7,479,USACE - Galveston,"X-Ray Service, structure",0,0,0,0,0,5,7,12,13,14,15,15,15,15,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
727,COM7,480,USACE - Wilmington,"Medical Clinic, structure",0,0,0,0,7,16,27,37,42,47,49,52,55,57,59,62,64,66,68,70,72,74,76,78,80,82,84,86,88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
728,COM7,481,USACE - Wilmington,"Doctor's Office, structure",0,0,0,0,2,7,17,26,34,43,51,58,65,71,77,82,86,90,95,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
729,COM7,478,USACE - Galveston,"Chiropractic Clinic, structure",0,0,0,0,0,1,2,2,3,4,6,8,11,14,17,21,25,29,33,38,42,47,51,56,60,65,69,74,78,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
730,COM7,479,USACE - Galveston,"X-Ray Service, structure",0,0,0,0,0,5,7,12,13,14,15,15,15,15,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
731,COM7,480,USACE - Wilmington,"Medical Clinic, structure",0,0,0,0,7,16,27,37,42,47,49,52,55,57,59,62,64,66,68,70,72,74,76,78,80,82,84,86,88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
732,COM7,481,USACE - Wilmington,"Doctor's Office, structure",0,0,0,0,2,7,17,26,34,43,51,58,65,71,77,82,86,90,95,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
733,COM7,321,USACE - New Orleans,"Dentist's Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
734,COM7,486,USACE - New Orleans,"Medical Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
735,COM7,483,USACE - New Orleans,"Medical Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
736,COM7,476,USACE - Galveston,"Doctor's Office, structure",0,0,0,0,0,1,3,4,6,9,11,14,17,20,24,29,35,42,50,57,63,68,73,77,80,83,85,87,88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
737,COM7,477,USACE - Galveston,"Dentist's Office, structure",0,0,0,0,7,35,35,35,35,35,35,36,37,38,39,41,42,44,45,47,49,51,53,55,57,59,61,63,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
738,COM7,478,USACE - Galveston,"Chiropractic Clinic, structure",0,0,0,0,0,1,2,2,3,4,6,8,11,14,17,21,25,29,33,38,42,47,51,56,60,65,69,74,78,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
739,COM7,487,USACE - New Orleans,"Medical Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
740,COM7,488,USACE - New Orleans,"Dentist's Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
741,COM7,312,USACE - Galveston,"Average Medical Offic/Clinic, Contents",0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
742,COM7,313,USACE - Galveston,"Doctor's Office, contents (Equipment)",0,0,0,0,0,7,12,15,16,18,22,27,34,43,57,75,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
743,COM7,314,USACE - Galveston,"Dentist's Office, contents (Equipment)",0,0,0,0,0,25,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
744,COM7,315,USACE - Galveston,"Dentist's Office, contents (Inventory)",0,0,0,0,0,21,40,55,70,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
745,COM7,320,USACE - New Orleans,"Dentist's Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
746,COM7,485,USACE - New Orleans,"Medical Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
747,COM7,486,USACE - New Orleans,"Medical Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
748,COM7,487,USACE - New Orleans,"Medical Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
749,COM7,484,USACE - New Orleans,"Medical Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
750,COM7,485,USACE - New Orleans,"Medical Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
751,COM7,490,USACE - New Orleans,"Dentist's Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
752,COM7,491,USACE - New Orleans,"Dentist's Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
753,COM7,492,USACE - New Orleans,"Dentist's Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
754,COM7,489,USACE - New Orleans,"Dentist's Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
755,COM7,319,USACE - New Orleans,"Medical Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
756,COM7,482,USACE - Wilmington,"Dentist's Office, structure",0,0,0,0,2,5,9,16,25,36,50,66,78,82,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
757,COM7,483,USACE - New Orleans,"Medical Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
758,COM7,484,USACE - New Orleans,"Medical Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
759,COM7,488,USACE - New Orleans,"Dentist's Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
760,COM7,489,USACE - New Orleans,"Dentist's Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
761,COM7,490,USACE - New Orleans,"Dentist's Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyStructDmgFn,COM,Bldg
762,COM7,312,USACE - Galveston,Contents (Equipment/Inventory),0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
763,COM7,314,USACE - Galveston,"Dentist's Office, contents (Equipment)",0,0,0,0,0,25,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
764,COM7,315,USACE - Galveston,"Dentist's Office, contents (Inventory)",0,0,0,0,0,21,40,55,70,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
765,COM7,316,USACE - Galveston,"Chiropractic Clinic, contents (Equipment)",0,0,0,0,0,6,30,30,30,31,32,35,38,42,47,54,62,72,84,95,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
766,COM7,317,USACE - Galveston,"X-Ray Service, contents (Inventory)",0,0,0,0,0,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
767,COM7,318,USACE - New Orleans,"Medical Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
768,COM7,492,USACE - New Orleans,"Dentist's Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
769,COM7,313,USACE - Galveston,"Doctor's Office, contents (Equipment)",0,0,0,0,0,7,12,15,16,18,22,27,34,43,57,75,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flEssntFltyContDmgFn,COM,Cont
770,COM7,491,USACE - New Orleans,"Dentist's Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
771,COM8,322,USACE - Galveston,"Average Entertainment/Recreation, Contents",0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
772,COM8,323,USACE - Galveston,"Fishing Party Boat, contents (Equipment)",0,0,0,0,0,24,24,24,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
773,COM8,509,USACE - New Orleans,"Bowling Alley, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
774,COM8,507,USACE - New Orleans,"Bowling Alley, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
775,COM8,521,USACE - New Orleans,"Lounge, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
776,COM8,510,USACE - New Orleans,"Bowling Alley, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
777,COM8,325,USACE - Galveston,"Bowling Alley, contents (Equipment)",0,0,0,0,0,17,22,25,27,27,28,30,32,35,39,45,51,58,67,76,86,96,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
778,COM8,326,USACE - Galveston,"Country Club, contents (Equipment)",0,0,0,0,38,41,44,47,52,56,62,67,74,80,87,94,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
779,COM8,327,USACE - Galveston,"Country Club, contents (Inventory)",0,0,0,0,0,12,19,27,34,42,48,55,62,68,73,78,84,89,94,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
780,COM8,333,USACE - Galveston,"Recreation Facilities, contents (Equipment)",0,0,0,0,0,5,10,20,30,45,60,60,60,60,60,60,60,60,60,75,75,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
781,COM8,328,USACE - Galveston,"Physical Fitness, contents (Equipment)",0,0,0,0,0,25,45,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
782,COM8,329,USACE - Galveston,"Private Pool, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
783,COM8,330,USACE - Galveston,"Private Club, contents (Equipment)",0,0,0,0,0,40,45,49,52,55,59,63,68,74,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
784,COM8,324,USACE - Galveston,"Fishing Party Boat, contents (Inventory)",0,0,0,0,40,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
785,COM8,508,USACE - New Orleans,"Bowling Alley, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
786,COM8,520,USACE - New Orleans,"Full-Service Restaurant, structure, composite water &",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
787,COM8,345,USACE - New Orleans,"Fast Food Restaurant, contents, salt water, long duration",0,0,0,0,0,83,88,93,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
788,COM8,522,USACE - New Orleans,"Lounge, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
789,COM8,511,USACE - New Orleans,"Fast Food Restaurant, structure, salt water, long duration",0,0,0,0,0,46,75,92,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
790,COM8,512,USACE - New Orleans,"Fast Food Restaurant, structure, salt water, short duration",0,0,0,0,0,25,50,80,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
791,COM8,513,USACE - New Orleans,"Fast Food Restaurant, structure, fresh water, long duration",0,0,0,0,0,41,68,84,92,95,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
792,COM8,514,USACE - New Orleans,"Fast Food Restaurant, structure, fresh water, short duration",0,0,0,0,0,24,48,77,91,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
793,COM8,515,USACE - New Orleans,"Fast Food Restaurant, structure, composite water & duration",0,0,0,0,0,26,54,68,83,88,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
794,COM8,339,USACE - Galveston,"Cafeteria Restaurant, contents (Equipment)",0,0,0,0,0,40,57,70,71,75,82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
