,Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
204,COM1,100,USACE - Galveston,"Book Store, contents (Inventory)",0,0,0,0,0,7,14,21,27,35,42,49,57,65,73,82,92,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
205,COM1,101,USACE - Galveston,"Camera Store, contents (Inventory)",0,0,0,0,0,18,33,65,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
206,COM1,102,USACE - Galveston,"Carpet and Paint Shop, contents (Equipment)",0,0,0,0,0,30,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
207,COM1,103,USACE - Galveston,"Carpet and Paint Shop, contents (Inventory)",0,0,0,0,0,20,40,60,80,95,97,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
208,COM1,104,USACE - Galveston,"Mens Clothing, contents (Equipment)",0,0,0,0,0,32,41,60,78,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
209,COM1,105,USACE - Galveston,"Mens Clothing, contents (Inventory)",0,0,0,0,6,37,50,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
210,COM1,106,USACE - Galveston,"Crafts, contents (Equipment)",0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
211,COM1,217,USACE - Galveston,"Average Retail, Structure",0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
212,COM1,218,USACE - Galveston,"Antique, structure",0,0,0,0,0,17,17,18,19,21,23,25,28,32,35,39,43,47,52,56,61,65,70,75,80,85,90,95,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
213,COM1,219,USACE - Galveston,"Auto Dealer Big, structure",0,0,0,0,0,17,17,18,19,21,23,25,28,32,35,39,43,49,52,56,61,65,70,75,80,85,90,95,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
214,COM1,220,USACE - Galveston,"Bait Stand, structure",0,0,0,0,0,1,2,5,8,12,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
215,COM1,221,USACE - Galveston,"Bakery, structure",0,0,0,0,12,17,21,25,28,31,34,36,38,41,43,45,47,48,50,52,54,55,57,59,61,63,65,67,69,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
216,COM1,222,USACE - Galveston,"Boat Sales/Service, structure",0,0,0,0,14,20,32,33,34,36,38,42,50,56,60,63,67,70,73,76,78,81,84,86,88,90,92,94,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
217,COM1,223,USACE - Galveston,"Book Store, structure",0,0,0,0,0,2,3,5,8,10,12,15,17,20,23,27,31,35,40,45,50,55,60,66,71,76,81,86,91,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
218,COM1,224,USACE - Galveston,"Camera Store, structure",0,0,0,0,0,3,7,7,7,9,11,14,17,20,23,26,30,33,37,40,44,48,52,57,61,65,69,73,77,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
219,COM1,225,USACE - Galveston,"Carpet and Paint Shop, structure",0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
220,COM1,226,USACE - Galveston,"Clothing-Mens, structure",0,0,0,0,0,8,10,11,13,15,18,21,24,28,32,37,41,46,51,56,61,66,71,76,81,86,91,96,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
221,COM1,307,USACE - New Orleans,"Gas Station, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
222,COM1,308,USACE - New Orleans,"Gas Station, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
223,COM1,309,USACE - New Orleans,"Gas Station, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
224,COM1,310,USACE - New Orleans,"Gas Station, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
225,COM1,311,USACE - New Orleans,"Large Grocery, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
226,COM1,312,USACE - New Orleans,"Large Grocery, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
227,COM1,313,USACE - New Orleans,"Large Grocery, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
228,COM1,314,USACE - New Orleans,"Large Grocery,  structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
229,COM1,315,USACE - New Orleans,"Large Grocery, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
230,COM1,316,USACE - New Orleans,"Neigborhood Grocery, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
231,COM1,317,USACE - New Orleans,"Neigborhood Grocery, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
232,COM1,318,USACE - New Orleans,"Neigborhood Grocery, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
233,COM1,319,USACE - New Orleans,"Neigborhood Grocery, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
234,COM1,320,USACE - New Orleans,"Neigborhood Grocery, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
235,COM1,321,USACE - New Orleans,"Home Repair Store, structure, salt water, long duration",0,0,0,0,0,34,69,71,72,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
236,COM1,322,USACE - New Orleans,"Home Repair Store, structure, salt water, short duration",0,0,0,0,0,21,33,66,67,69,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
237,COM1,323,USACE - New Orleans,"Home Repair Store, structure, fresh water, long duration",0,0,0,0,0,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
238,COM1,324,USACE - New Orleans,"Home Repair Store, structure, fresh water, short duration",0,0,0,0,0,20,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
239,COM1,325,USACE - New Orleans,"Home Repair Store, structure, composite water & duration",0,0,0,0,0,30,41,52,65,75,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
240,COM1,326,USACE - New Orleans,"Liquor Store, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
241,COM1,327,USACE - New Orleans,"Liquor Store, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
242,COM1,328,USACE - New Orleans,"Liquor Store, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
243,COM1,329,USACE - New Orleans,"Liquor Store, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
244,COM1,330,USACE - New Orleans,"Liquor Store, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
245,COM1,331,USACE - New Orleans,"Shoe Store, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
246,COM1,332,USACE - New Orleans,"Shoe Store, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
247,COM1,333,USACE - New Orleans,"Shoe Store, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
248,COM1,334,USACE - New Orleans,"Shoe Store, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
249,COM1,335,USACE - New Orleans,"Shoe Store, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
250,COM1,336,USACE - New Orleans,"Wine Store, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
251,COM1,337,USACE - New Orleans,"Wine Store, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
252,COM1,338,USACE - New Orleans,"Wine Store, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
253,COM1,339,USACE - New Orleans,"Wine Store, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
254,COM1,340,USACE - New Orleans,"Wine Store, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
255,COM1,260,USACE - Galveston,"Vacuum Cleaner Sales, structure",0,0,0,0,0,10,15,20,25,30,33,36,40,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
256,COM1,261,USACE - Galveston,"Video Games, structure",0,0,0,0,0,0,0,2,5,10,10,15,15,20,20,25,25,35,35,45,45,45,45,45,45,45,45,45,45,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
257,COM1,262,USACE - Wilmington,"Appliances, structure",0,0,0,0,5,14,23,32,38,44,51,56,60,63,66,68,71,73,75,77,79,81,83,85,87,89,91,93,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
258,COM1,263,USACE - Wilmington,"Auto Dealership, structure",0,0,0,0,4,6,9,14,20,29,43,58,68,73,78,82,87,91,94,97,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
259,COM1,264,USACE - Wilmington,"Bait Stand, structure",0,0,0,0,6,10,12,16,23,37,54,74,83,87,90,92,93,93,94,95,96,97,98,99,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
260,COM1,265,USACE - Wilmington,"Book Store, structure",0,0,0,0,9,17,24,29,36,48,61,75,84,86,87,89,91,92,92,93,94,95,96,97,98,99,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
261,COM1,266,USACE - Wilmington,"Clothing, structure",0,0,0,0,5,19,43,60,66,72,77,83,87,90,91,93,94,95,96,97,98,99,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
262,COM1,267,USACE - Wilmington,"Department Store, structure",0,0,0,0,15,20,29,37,44,50,55,62,67,71,75,79,84,88,97,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
263,COM1,268,USACE - Wilmington,"Drug, Super, structure",0,0,0,0,5,18,36,50,57,64,70,78,83,85,86,86,88,89,90,91,92,93,94,95,96,97,98,99,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
264,COM1,229,USACE - Galveston,"Fabric Store, structure",0,0,0,0,0,15,20,30,35,40,45,50,60,70,80,85,90,95,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
265,COM1,230,USACE - Galveston,"Feed Store, structure",0,0,0,0,0,20,24,28,32,34,36,38,40,42,44,46,48,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
266,COM1,231,USACE - Galveston,"Flea Market, structure",0,0,0,0,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
267,COM1,232,USACE - Galveston,"Florist, structure",0,0,0,0,0,7,7,8,9,11,13,16,19,22,26,30,34,38,42,46,51,55,60,64,68,72,76,80,84,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
268,COM1,233,USACE - Galveston,"Fruit Stand, structure",0,0,0,0,0,1,2,5,8,12,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
269,COM1,234,USACE - Galveston,"Large Furniture, structure",0,0,0,0,0,2,4,4,5,6,7,9,11,14,17,21,25,29,33,37,42,46,51,55,59,63,67,71,75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
270,COM1,235,USACE - Galveston,"Gas/Butane Supply, structure",0,0,0,0,17,17,17,17,23,32,45,55,61,66,69,73,76,78,80,82,85,86,87,89,91,93,95,97,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
271,COM1,236,USACE - Galveston,"Gift Shop, structure",0,0,0,0,0,5,8,9,9,9,11,14,18,24,31,40,50,58,64,69,73,77,80,83,86,89,92,95,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
272,COM1,237,USACE - Galveston,"Greenhouse, structure",0,0,0,0,0,5,11,16,21,26,31,37,42,47,52,56,61,65,70,74,78,81,84,87,90,93,96,99,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
273,COM1,238,USACE - Galveston,"Small Grocery, structure",0,0,0,0,0,20,22,24,26,28,30,32,34,36,38,39,40,43,47,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
274,COM1,239,USACE - Galveston,"Medium Grocery, structure",0,0,0,0,0,3,4,5,6,7,10,14,20,29,37,44,50,55,59,63,67,71,75,78,82,86,90,94,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
275,COM1,240,USACE - Galveston,"Gun Shop, structure",0,0,0,0,0,10,10,10,11,12,13,14,16,18,20,22,25,29,34,41,50,58,63,68,73,78,83,88,93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
276,COM1,241,USACE - Galveston,"Hardware, structure",0,0,0,0,0,12,12,12,12,12,12,14,15,18,21,25,30,35,40,46,52,58,64,70,76,82,88,94,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
277,COM1,242,USACE - Galveston,"Hobby Shop, structure",0,0,0,0,0,18,20,20,20,20,20,22,27,33,39,44,49,53,58,62,66,69,73,77,81,85,89,93,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
278,COM1,243,USACE - Galveston,"Lawnmower, structure",0,0,0,0,0,12,13,15,16,17,18,21,25,30,35,42,50,57,63,67,72,75,79,82,85,88,91,94,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
279,COM1,244,USACE - Galveston,"Liquor Store, structure",0,0,0,0,0,1,1,2,2,3,5,6,8,11,16,22,29,39,50,60,67,72,77,80,83,86,89,92,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
280,COM1,245,USACE - Galveston,"Meat Market, structure",0,0,0,0,0,10,10,10,11,12,14,17,23,31,38,44,50,55,61,66,71,75,79,83,87,91,95,99,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
281,COM1,246,USACE - Galveston,"Motorcycle Dealer, structure",0,0,0,0,0,20,25,30,35,40,45,50,60,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
282,COM1,247,USACE - Galveston,"Music Center, structure",0,0,0,0,5,10,13,14,15,15,15,16,18,23,27,37,50,59,66,71,75,78,82,84,86,88,90,92,94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
283,COM1,248,USACE - Galveston,"Nursery, structure",0,0,0,0,2,2,3,6,10,15,22,27,32,37,41,46,50,54,58,62,65,69,73,77,81,85,89,93,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
284,COM1,249,USACE - Galveston,"Paint Store, structure",0,0,0,0,0,0,30,37,43,55,60,67,75,80,83,86,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
285,COM1,250,USACE - Galveston,"Pawn Shop, structure",0,0,0,0,0,20,30,33,36,39,42,45,47,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
286,COM1,251,USACE - Galveston,"Remnant Shop, structure",0,0,0,0,0,0,15,15,20,25,30,35,40,45,50,55,65,75,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
287,COM1,252,USACE - Galveston,"Service Station, structure",0,0,0,0,0,0,1,3,5,7,10,13,16,19,23,27,33,38,49,60,69,76,82,86,90,94,98,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
288,COM1,253,USACE - Galveston,"Shoe Repair, structure",0,0,0,0,0,3,6,9,12,15,18,21,24,27,30,33,36,39,40,45,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
289,COM1,254,USACE - Galveston,"Toy Store, structure",0,0,0,0,0,8,9,10,12,15,17,18,18,19,20,23,26,29,33,38,43,49,55,61,67,73,79,85,91,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
290,COM1,255,USACE - Galveston,"Tractor Sales, structure",0,0,0,0,0,9,13,18,21,22,23,24,25,25,25,26,27,28,29,29,30,31,31,32,33,34,35,36,37,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
291,COM1,256,USACE - Galveston,"Trophy Shop, structure",0,0,0,0,0,8,9,10,12,15,17,18,18,19,20,23,29,33,38,43,49,55,61,67,73,79,85,91,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
292,COM1,257,USACE - Galveston,"Upholstery Shop, structure",0,0,0,0,0,10,10,10,11,12,13,14,15,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
